Gene stable ID	Transcript stable ID	Gene name	Mouse gene stable ID	Mouse gene name
ENSRNOG00000056144	ENSRNOT00000081156	Olr29	ENSMUSG00000062042	Olfr294
ENSRNOG00000019019	ENSRNOT00000025725	Fitm1	ENSMUSG00000022215	Fitm1
ENSRNOG00000055026	ENSRNOT00000085820	U6	ENSMUSG00000064992	Gm22421
ENSRNOG00000052417	ENSRNOT00000083771	SNORA17	ENSMUSG00000089364	Gm23822
ENSRNOG00000006353	ENSRNOT00000051258	Large2	ENSMUSG00000040434	Large2
ENSRNOG00000050514	ENSRNOT00000074950	LOC684509	ENSMUSG00000035674	Ndufa3
ENSRNOG00000013855	ENSRNOT00000064015	Zmym1	ENSMUSG00000043872	Zmym1
ENSRNOG00000046227	ENSRNOT00000075423	Tprg1l	ENSMUSG00000029030	Tprgl
ENSRNOG00000046227	ENSRNOT00000080686	Tprg1l	ENSMUSG00000029030	Tprgl
ENSRNOG00000018047	ENSRNOT00000024408	Gorasp1	ENSMUSG00000032513	Gorasp1
ENSRNOG00000018047	ENSRNOT00000084950	Gorasp1	ENSMUSG00000032513	Gorasp1
ENSRNOG00000054828	ENSRNOT00000044455	AABR07051708.1	ENSMUSG00000093906	Igkv9-129
ENSRNOG00000054828	ENSRNOT00000044455	AABR07051708.1	ENSMUSG00000096632	Igkv9-124
ENSRNOG00000054828	ENSRNOT00000044455	AABR07051708.1	ENSMUSG00000094872	Igkv9-120
ENSRNOG00000054828	ENSRNOT00000044455	AABR07051708.1	ENSMUSG00000076512	Igkv9-123
ENSRNOG00000060665	ENSRNOT00000090597	Afap1	ENSMUSG00000029094	Afap1
ENSRNOG00000060665	ENSRNOT00000089006	Afap1	ENSMUSG00000029094	Afap1
ENSRNOG00000014230	ENSRNOT00000083005	Map1a	ENSMUSG00000027254	Map1a
ENSRNOG00000014230	ENSRNOT00000019320	Map1a	ENSMUSG00000027254	Map1a
ENSRNOG00000055607	ENSRNOT00000078606	U6	ENSMUSG00000065244	Gm22296
ENSRNOG00000001592	ENSRNOT00000002169	Cct8	ENSMUSG00000025613	Cct8
ENSRNOG00000025938	ENSRNOT00000034485	Lin28b	ENSMUSG00000063804	Lin28b
ENSRNOG00000025938	ENSRNOT00000064466	Lin28b	ENSMUSG00000063804	Lin28b
ENSRNOG00000001928	ENSRNOT00000043498	Il1rap	ENSMUSG00000022514	Il1rap
ENSRNOG00000001928	ENSRNOT00000002645	Il1rap	ENSMUSG00000022514	Il1rap
ENSRNOG00000046260	ENSRNOT00000072947	LOC688320	ENSMUSG00000025150	Cbr2
ENSRNOG00000008680	ENSRNOT00000034300	Loxl1	ENSMUSG00000032334	Loxl1
ENSRNOG00000033372	ENSRNOT00000052120	Klhl24	ENSMUSG00000062901	Klhl24
ENSRNOG00000050556	ENSRNOT00000072543	AABR07003935.15	ENSMUSG00000093101	Gm25533
ENSRNOG00000057491	ENSRNOT00000083708	U7	ENSMUSG00000088526	Gm26087
ENSRNOG00000049797	ENSRNOT00000074915	NEWGENE_1311658	ENSMUSG00000026285	Pdcd1
ENSRNOG00000060127	ENSRNOT00000087258	SNORA17	ENSMUSG00000077726	Gm22900
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000095560	Trav14d-2
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000095711	Trav14-2
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000093801	Trav14n-2
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000094212	Trav14-3
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000076824	Trav14n-3
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000094619	Trav14d-3-dv8
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000076840	Trav14-1
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000095854	Trav14d-1
ENSRNOG00000049482	ENSRNOT00000073984	AABR07017681.1	ENSMUSG00000096827	Trav14n-1
ENSRNOG00000007359	ENSRNOT00000009697	Gca	ENSMUSG00000026893	Gca
ENSRNOG00000032558	ENSRNOT00000042211	AABR07030263.1	ENSMUSG00000069439	Gm8444
ENSRNOG00000004588	ENSRNOT00000006050	Zbed4	ENSMUSG00000034333	Zbed4
ENSRNOG00000050654	ENSRNOT00000045439	Olr526	ENSMUSG00000070875	Olfr1100
ENSRNOG00000048275	ENSRNOT00000071925	RGD1309350	ENSMUSG00000025481	Urah
ENSRNOG00000022890	ENSRNOT00000030112	RGD1562532	ENSMUSG00000028520	4921539E11Rik
ENSRNOG00000029773	ENSRNOT00000086812	Atm	ENSMUSG00000034218	Atm
ENSRNOG00000029773	ENSRNOT00000050555	Atm	ENSMUSG00000034218	Atm
ENSRNOG00000004649	ENSRNOT00000006308	Il1b	ENSMUSG00000027398	Il1b
ENSRNOG00000052232	ENSRNOT00000087329	Cyb561d1	ENSMUSG00000048796	Cyb561d1
ENSRNOG00000050521	ENSRNOT00000073130	Tspo2	ENSMUSG00000023995	Tspo2
ENSRNOG00000037124	ENSRNOT00000055995	Fam227b	ENSMUSG00000027209	Fam227b
ENSRNOG00000045918	ENSRNOT00000070962	Jarid2	ENSMUSG00000038518	Jarid2
ENSRNOG00000014834	ENSRNOT00000019968	Epc1	ENSMUSG00000024240	Epc1
ENSRNOG00000003357	ENSRNOT00000004956	Col3a1	ENSMUSG00000026043	Col3a1
ENSRNOG00000020460	ENSRNOT00000027734	Banf1	ENSMUSG00000024844	Banf1
ENSRNOG00000046741	ENSRNOT00000074150	Itsn2	ENSMUSG00000020640	Itsn2
ENSRNOG00000013225	ENSRNOT00000017996	Crisp2	ENSMUSG00000023930	Crisp2
ENSRNOG00000032310	ENSRNOT00000044428	AABR07004183.1	ENSMUSG00000071866	Ppia
ENSRNOG00000019592	ENSRNOT00000026491	Iqca1	ENSMUSG00000026301	Iqca
ENSRNOG00000019592	ENSRNOT00000056724	Iqca1	ENSMUSG00000026301	Iqca
ENSRNOG00000011745	ENSRNOT00000015946	Psma1	ENSMUSG00000030751	Psma1
ENSRNOG00000001271	ENSRNOT00000079333	Card6	ENSMUSG00000041849	Card6
ENSRNOG00000001271	ENSRNOT00000039057	Card6	ENSMUSG00000041849	Card6
ENSRNOG00000020821	ENSRNOT00000028247	LOC108348122	ENSMUSG00000013921	Clip3
ENSRNOG00000021274	ENSRNOT00000028901	Fermt1	ENSMUSG00000027356	Fermt1
ENSRNOG00000014187	ENSRNOT00000019267	Igf1r	ENSMUSG00000005533	Igf1r
ENSRNOG00000003210	ENSRNOT00000004282	Olr1463	ENSMUSG00000048919	Olfr223
ENSRNOG00000004438	ENSRNOT00000006219	Cntn1	ENSMUSG00000055022	Cntn1
ENSRNOG00000004438	ENSRNOT00000080621	Cntn1	ENSMUSG00000055022	Cntn1
ENSRNOG00000000963	ENSRNOT00000048474	Tmem132c	ENSMUSG00000034324	Tmem132c
ENSRNOG00000042229	ENSRNOT00000059157	Gimap1	ENSMUSG00000090019	Gimap1
ENSRNOG00000009431	ENSRNOT00000012600	Tbc1d4	ENSMUSG00000033083	Tbc1d4
ENSRNOG00000009431	ENSRNOT00000064942	Tbc1d4	ENSMUSG00000033083	Tbc1d4
ENSRNOG00000014743	ENSRNOT00000020192	Hagh	ENSMUSG00000024158	Hagh
ENSRNOG00000010821	ENSRNOT00000014413	Ankrd54	ENSMUSG00000033055	Ankrd54
ENSRNOG00000015304	ENSRNOT00000020609	Tmem160	ENSMUSG00000019158	Tmem160
ENSRNOG00000015359	ENSRNOT00000040516	Arhgap40	ENSMUSG00000074625	Arhgap40
ENSRNOG00000013906	ENSRNOT00000018677	Gpat2	ENSMUSG00000046338	Gpat2
ENSRNOG00000054681	ENSRNOT00000091830	LOC108348042	ENSMUSG00000026774	4931423N10Rik
ENSRNOG00000022669	ENSRNOT00000051619	Cd177	ENSMUSG00000052212	Cd177
ENSRNOG00000010492	ENSRNOT00000087322	Sp2	ENSMUSG00000018678	Sp2
ENSRNOG00000010492	ENSRNOT00000068083	Sp2	ENSMUSG00000018678	Sp2
ENSRNOG00000048917	ENSRNOT00000082933	LOC100909604	ENSMUSG00000043219	Hoxa6
ENSRNOG00000048917	ENSRNOT00000074452	LOC100909604	ENSMUSG00000043219	Hoxa6
ENSRNOG00000048917	ENSRNOT00000008542	LOC100909604	ENSMUSG00000043219	Hoxa6
ENSRNOG00000008518	ENSRNOT00000011295	Gsg1	ENSMUSG00000030206	Gsg1
ENSRNOG00000001964	ENSRNOT00000078434	Cd47	ENSMUSG00000055447	Cd47
ENSRNOG00000001964	ENSRNOT00000078221	Cd47	ENSMUSG00000055447	Cd47
ENSRNOG00000001964	ENSRNOT00000050142	Cd47	ENSMUSG00000055447	Cd47
ENSRNOG00000015636	ENSRNOT00000021132	Wdr34	ENSMUSG00000039715	Wdr34
ENSRNOG00000021578	ENSRNOT00000060156	Wfikkn1	ENSMUSG00000071192	Wfikkn1
ENSRNOG00000013241	ENSRNOT00000054729	Cyp2c24	ENSMUSG00000025002	Cyp2c55
ENSRNOG00000019177	ENSRNOT00000026112	Psd2	ENSMUSG00000024347	Psd2
ENSRNOG00000008394	ENSRNOT00000011168	Prg2	ENSMUSG00000027073	Prg2
ENSRNOG00000048210	ENSRNOT00000072317	Tpcr12	ENSMUSG00000050763	Olfr1395
ENSRNOG00000045989	ENSRNOT00000052292	Hba-a3	ENSMUSG00000069917	Hba-a2
ENSRNOG00000045989	ENSRNOT00000052292	Hba-a3	ENSMUSG00000069919	Hba-a1
ENSRNOG00000005730	ENSRNOT00000061903	Pcmtd1	ENSMUSG00000051285	Pcmtd1
ENSRNOG00000005730	ENSRNOT00000007769	Pcmtd1	ENSMUSG00000051285	Pcmtd1
ENSRNOG00000004192	ENSRNOT00000005619	Arhgap30	ENSMUSG00000048865	Arhgap30
ENSRNOG00000006004	ENSRNOT00000067912	Phc2	ENSMUSG00000028796	Phc2
ENSRNOG00000027938	ENSRNOT00000033359	RGD1562037	ENSMUSG00000033960	9430020K01Rik
ENSRNOG00000012218	ENSRNOT00000016348	Poteg	ENSMUSG00000110333	Gm45861
ENSRNOG00000012218	ENSRNOT00000016348	Poteg	ENSMUSG00000063932	Poteg
ENSRNOG00000013103	ENSRNOT00000017851	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000079440	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000083079	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000088892	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000092180	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000082718	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000013103	ENSRNOT00000090520	Ldhc	ENSMUSG00000030851	Ldhc
ENSRNOG00000022619	ENSRNOT00000030919	Fth1	ENSMUSG00000024661	Fth1
ENSRNOG00000024330	ENSRNOT00000029755	Ngp	ENSMUSG00000032484	Ngp
ENSRNOG00000039404	ENSRNOT00000060386	AABR07017662.1	ENSMUSG00000076800	Trav6n-5
ENSRNOG00000039404	ENSRNOT00000060386	AABR07017662.1	ENSMUSG00000096149	Trav6-5
ENSRNOG00000039404	ENSRNOT00000060386	AABR07017662.1	ENSMUSG00000095426	Trav6d-5
ENSRNOG00000006033	ENSRNOT00000008262	Spon2	ENSMUSG00000037379	Spon2
ENSRNOG00000017963	ENSRNOT00000024149	RGD1566325	ENSMUSG00000069206	Zfp874a
ENSRNOG00000017963	ENSRNOT00000024149	RGD1566325	ENSMUSG00000059839	Zfp874b
ENSRNOG00000011471	ENSRNOT00000015367	Fgf9	ENSMUSG00000021974	Fgf9
ENSRNOG00000014288	ENSRNOT00000057585	Fn1	ENSMUSG00000026193	Fn1
ENSRNOG00000014288	ENSRNOT00000019772	Fn1	ENSMUSG00000026193	Fn1
ENSRNOG00000026898	ENSRNOT00000037106	Zbtb8b	ENSMUSG00000048485	Zbtb8b
ENSRNOG00000042424	ENSRNOT00000067319	Olr880	ENSMUSG00000042801	Olfr769
ENSRNOG00000000104	ENSRNOT00000000116	Thoc3	ENSMUSG00000025872	Thoc3
ENSRNOG00000006068	ENSRNOT00000008159	Tmem117	ENSMUSG00000063296	Tmem117
ENSRNOG00000053812	ENSRNOT00000088465	Selenbp1	ENSMUSG00000068874	Selenbp1
ENSRNOG00000053812	ENSRNOT00000088465	Selenbp1	ENSMUSG00000068877	Selenbp2
ENSRNOG00000015416	ENSRNOT00000021403	Nabp1	ENSMUSG00000026107	Nabp1
ENSRNOG00000015716	ENSRNOT00000092022	Gp2	ENSMUSG00000030954	Gp2
ENSRNOG00000015716	ENSRNOT00000021249	Gp2	ENSMUSG00000030954	Gp2
ENSRNOG00000058943	ENSRNOT00000079450	Olr1082	ENSMUSG00000094673	Olfr1354
ENSRNOG00000058943	ENSRNOT00000079450	Olr1082	ENSMUSG00000094080	Olfr8
ENSRNOG00000032552	ENSRNOT00000087294	Zfp799	ENSMUSG00000095253	Zfp799
ENSRNOG00000032552	ENSRNOT00000037708	Zfp799	ENSMUSG00000095253	Zfp799
ENSRNOG00000015235	ENSRNOT00000020620	Fra10ac1	ENSMUSG00000054237	Fra10ac1
ENSRNOG00000031769	ENSRNOT00000047889	Chchd7	ENSMUSG00000042198	Chchd7
ENSRNOG00000015502	ENSRNOT00000020907	Mfsd14a	ENSMUSG00000089911	Mfsd14a
ENSRNOG00000015502	ENSRNOT00000020907	Mfsd14a	ENSMUSG00000105103	Gm43191
ENSRNOG00000009773	ENSRNOT00000012999	Elovl4	ENSMUSG00000032262	Elovl4
ENSRNOG00000017876	ENSRNOT00000024218	Dnajc21	ENSMUSG00000044224	Dnajc21
ENSRNOG00000004521	ENSRNOT00000066702	Prpf39	ENSMUSG00000035597	Prpf39
ENSRNOG00000014154	ENSRNOT00000048214	Ilf2	ENSMUSG00000001016	Ilf2
ENSRNOG00000014154	ENSRNOT00000077362	Ilf2	ENSMUSG00000001016	Ilf2
ENSRNOG00000045610	ENSRNOT00000044955	AABR07055760.1	ENSMUSG00000058251	Olfr822
ENSRNOG00000021913	ENSRNOT00000029591	Nlrp9	ENSMUSG00000060508	Nlrp9b
ENSRNOG00000002657	ENSRNOT00000090693	Pla2g4a	ENSMUSG00000056220	Pla2g4a
ENSRNOG00000002657	ENSRNOT00000003630	Pla2g4a	ENSMUSG00000056220	Pla2g4a
ENSRNOG00000021085	ENSRNOT00000028628	Sf1	ENSMUSG00000024949	Sf1
ENSRNOG00000021085	ENSRNOT00000044866	Sf1	ENSMUSG00000024949	Sf1
ENSRNOG00000013889	ENSRNOT00000018603	Tmed3	ENSMUSG00000032353	Tmed3
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000063163	Speer2
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000095296	Gm8906
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000096732	Gm8897
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000095918	Gm5861
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000091933	Gm8857
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000095829	Speer1
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000094105	Gm8922
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000067848	4933402N22Rik
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000094036	Gm6465
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000069355	Gm5152
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000091903	Gm6460
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000096846	Gm8890
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000094205	Gm8926
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000094025	Gm8879
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000067855	Speer3
ENSRNOG00000060995	ENSRNOT00000071962	AABR07043711.2	ENSMUSG00000095710	Gm8871
ENSRNOG00000015909	ENSRNOT00000021296	Olr108	ENSMUSG00000073947	Olfr615
ENSRNOG00000013372	ENSRNOT00000017870	Fam159b	ENSMUSG00000042655	Fam159b
ENSRNOG00000017113	ENSRNOT00000024602	Ccnt2	ENSMUSG00000026349	Ccnt2
ENSRNOG00000017113	ENSRNOT00000091645	Ccnt2	ENSMUSG00000026349	Ccnt2
ENSRNOG00000024630	ENSRNOT00000074412	Igsf23	ENSMUSG00000040498	Igsf23
ENSRNOG00000046188	ENSRNOT00000040224	Olr115	ENSMUSG00000050085	Olfr622
ENSRNOG00000016638	ENSRNOT00000041789	Gnb1	ENSMUSG00000029064	Gnb1
ENSRNOG00000011909	ENSRNOT00000016327	Rasa2	ENSMUSG00000032413	Rasa2
ENSRNOG00000010930	ENSRNOT00000015562	Usp39	ENSMUSG00000056305	Usp39
ENSRNOG00000009564	ENSRNOT00000012668	Prr15	ENSMUSG00000045725	Prr15
ENSRNOG00000014282	ENSRNOT00000019155	Cebpe	ENSMUSG00000052435	Cebpe
ENSRNOG00000047314	ENSRNOT00000071420	Tk1	ENSMUSG00000025574	Tk1
ENSRNOG00000047313	ENSRNOT00000044464	Olr1405	ENSMUSG00000061952	Olfr1377
ENSRNOG00000011178	ENSRNOT00000041617	Lrp2bp	ENSMUSG00000031637	Lrp2bp
ENSRNOG00000020066	ENSRNOT00000027179	Pcdhb11	ENSMUSG00000051486	Pcdhb11
ENSRNOG00000005045	ENSRNOT00000006755	Ppp2r5e	ENSMUSG00000021051	Ppp2r5e
ENSRNOG00000005045	ENSRNOT00000077715	Ppp2r5e	ENSMUSG00000021051	Ppp2r5e
ENSRNOG00000007038	ENSRNOT00000009418	Cntn5	ENSMUSG00000039488	Cntn5
ENSRNOG00000051946	ENSRNOT00000091018	U6	ENSMUSG00000084638	Gm23889
ENSRNOG00000012604	ENSRNOT00000016819	Swsap1	ENSMUSG00000051238	Swsap1
ENSRNOG00000012604	ENSRNOT00000064580	Swsap1	ENSMUSG00000051238	Swsap1
ENSRNOG00000012604	ENSRNOT00000090202	Swsap1	ENSMUSG00000051238	Swsap1
ENSRNOG00000021119	ENSRNOT00000028674	Pdcd2l	ENSMUSG00000002635	Pdcd2l
ENSRNOG00000016687	ENSRNOT00000022480	Ssc5d	ENSMUSG00000035279	Ssc5d
ENSRNOG00000057537	ENSRNOT00000092149	SNORA5	ENSMUSG00000065686	Snora5c
ENSRNOG00000055519	ENSRNOT00000088772	Zfp30	ENSMUSG00000047473	Zfp30
ENSRNOG00000051929	ENSRNOT00000091449	Phox2b	ENSMUSG00000012520	Phox2b
ENSRNOG00000051929	ENSRNOT00000084095	Phox2b	ENSMUSG00000012520	Phox2b
ENSRNOG00000056927	ENSRNOT00000087880	U6	ENSMUSG00000096310	Gm23523
ENSRNOG00000056927	ENSRNOT00000087880	U6	ENSMUSG00000095233	Gm26378
ENSRNOG00000056927	ENSRNOT00000087880	U6	ENSMUSG00000064718	Gm25929
ENSRNOG00000061218	ENSRNOT00000086807	Olr1662	ENSMUSG00000060404	Olfr1369-ps1
ENSRNOG00000061218	ENSRNOT00000086807	Olr1662	ENSMUSG00000071522	Olfr263
ENSRNOG00000056879	ENSRNOT00000079344	SNORA44	ENSMUSG00000064595	Gm22300
ENSRNOG00000056879	ENSRNOT00000079344	SNORA44	ENSMUSG00000064722	Gm25857
ENSRNOG00000003866	ENSRNOT00000005143	Cxcr4	ENSMUSG00000045382	Cxcr4
ENSRNOG00000003866	ENSRNOT00000091514	Cxcr4	ENSMUSG00000045382	Cxcr4
ENSRNOG00000061736	ENSRNOT00000085511	SNORA17	ENSMUSG00000077320	Gm22284
ENSRNOG00000061526	ENSRNOT00000090515	Rsph6a	ENSMUSG00000040866	Rsph6a
ENSRNOG00000023951	ENSRNOT00000024679	Tbc1d30	ENSMUSG00000052302	Tbc1d30
ENSRNOG00000052873	ENSRNOT00000079479	Npnt	ENSMUSG00000040998	Npnt
ENSRNOG00000052873	ENSRNOT00000078608	Npnt	ENSMUSG00000040998	Npnt
ENSRNOG00000052873	ENSRNOT00000090834	Npnt	ENSMUSG00000040998	Npnt
ENSRNOG00000043137	ENSRNOT00000066715	RGD1560608	ENSMUSG00000087075	A230065H16Rik
ENSRNOG00000059245	ENSRNOT00000087132	Rad51b	ENSMUSG00000059060	Rad51b
ENSRNOG00000054972	ENSRNOT00000078322	Olr62	ENSMUSG00000066273	Olfr33
ENSRNOG00000044264	ENSRNOT00000069531	5S_rRNA	ENSMUSG00000088937	Gm25923
ENSRNOG00000020411	ENSRNOT00000027665	Sec23ip	ENSMUSG00000055319	Sec23ip
ENSRNOG00000000979	ENSRNOT00000001295	Bri3bp	ENSMUSG00000037905	Bri3bp
ENSRNOG00000056492	ENSRNOT00000090969	SNORA17	ENSMUSG00000077379	Gm25170
ENSRNOG00000025745	ENSRNOT00000036537	Gpr17	ENSMUSG00000052229	Gpr17
ENSRNOG00000031208	ENSRNOT00000052360	Mgat1	ENSMUSG00000020346	Mgat1
ENSRNOG00000031208	ENSRNOT00000085832	Mgat1	ENSMUSG00000020346	Mgat1
ENSRNOG00000013969	ENSRNOT00000019076	Ahi1	ENSMUSG00000019986	Ahi1
ENSRNOG00000019243	ENSRNOT00000026081	Glb1l	ENSMUSG00000026200	Glb1l
ENSRNOG00000054571	ENSRNOT00000082343	SNORA17	ENSMUSG00000077166	Gm24120
ENSRNOG00000016177	ENSRNOT00000022020	Scara3	ENSMUSG00000034463	Scara3
ENSRNOG00000029558	ENSRNOT00000045052	Pabpn1l	ENSMUSG00000069867	Pabpn1l
ENSRNOG00000058062	ENSRNOT00000090209	SNORA36	ENSMUSG00000065728	Gm26175
ENSRNOG00000007680	ENSRNOT00000046595	Fhl5	ENSMUSG00000028259	Fhl5
ENSRNOG00000056611	ENSRNOT00000089028	U6	ENSMUSG00000088719	Gm22733
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000104713	Gbp6
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000079362	Gm43302
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000079363	Gbp4
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000029298	Gbp9
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000034438	Gbp8
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000105096	Gbp10
ENSRNOG00000002134	ENSRNOT00000071877	Mpa2l	ENSMUSG00000092021	Gbp11
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000104713	Gbp6
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000079362	Gm43302
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000079363	Gbp4
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000029298	Gbp9
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000034438	Gbp8
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000105096	Gbp10
ENSRNOG00000002134	ENSRNOT00000040985	Mpa2l	ENSMUSG00000092021	Gbp11
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000104713	Gbp6
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000079362	Gm43302
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000079363	Gbp4
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000029298	Gbp9
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000034438	Gbp8
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000105096	Gbp10
ENSRNOG00000002134	ENSRNOT00000074889	Mpa2l	ENSMUSG00000092021	Gbp11
ENSRNOG00000052775	ENSRNOT00000078158	RGD1305938	ENSMUSG00000041935	AW549877
ENSRNOG00000030145	ENSRNOT00000041610	RGD1561667	ENSMUSG00000067941	Gm7168
ENSRNOG00000030145	ENSRNOT00000041610	RGD1561667	ENSMUSG00000091550	Gm6811
ENSRNOG00000030145	ENSRNOT00000041610	RGD1561667	ENSMUSG00000101361	Gm7356
ENSRNOG00000010516	ENSRNOT00000014273	Plau	ENSMUSG00000021822	Plau
ENSRNOG00000049185	ENSRNOT00000058389	LOC100911032	ENSMUSG00000076535	Igkv1-88
ENSRNOG00000047493	ENSRNOT00000046598	Slco1a4	ENSMUSG00000030237	Slco1a4
ENSRNOG00000047493	ENSRNOT00000043374	Slco1a4	ENSMUSG00000030237	Slco1a4
ENSRNOG00000059718	ENSRNOT00000081322	U6	ENSMUSG00000088614	Gm26001
ENSRNOG00000017348	ENSRNOT00000023327	Il2	ENSMUSG00000027720	Il2
ENSRNOG00000004421	ENSRNOT00000006051	Tmem5	ENSMUSG00000034620	Tmem5
ENSRNOG00000038758	ENSRNOT00000059211	Defb30	ENSMUSG00000075571	Defb30
ENSRNOG00000031485	ENSRNOT00000026968	Dpp3	ENSMUSG00000063904	Dpp3
ENSRNOG00000001090	ENSRNOT00000001446	Stard13	ENSMUSG00000016128	Stard13
ENSRNOG00000007256	ENSRNOT00000009718	Necab1	ENSMUSG00000040536	Necab1
ENSRNOG00000028299	ENSRNOT00000033652	Triml2	ENSMUSG00000091490	Triml2
ENSRNOG00000008800	ENSRNOT00000011632	Olr1621	ENSMUSG00000050028	Olfr745
ENSRNOG00000004075	ENSRNOT00000005423	Ccdc42	ENSMUSG00000045915	Ccdc42
ENSRNOG00000047712	ENSRNOT00000074322	Dcx	ENSMUSG00000031285	Dcx
ENSRNOG00000056772	ENSRNOT00000079180	Col4a6	ENSMUSG00000031273	Col4a6
ENSRNOG00000058435	ENSRNOT00000090016	U1	ENSMUSG00000064707	Gm22507
ENSRNOG00000053060	ENSRNOT00000081891	Zfc3h1	ENSMUSG00000034163	Zfc3h1
ENSRNOG00000053060	ENSRNOT00000085829	Zfc3h1	ENSMUSG00000034163	Zfc3h1
ENSRNOG00000003931	ENSRNOT00000005257	Arsg	ENSMUSG00000020604	Arsg
ENSRNOG00000025608	ENSRNOT00000082156	Lrat	ENSMUSG00000028003	Lrat
ENSRNOG00000025608	ENSRNOT00000035411	Lrat	ENSMUSG00000028003	Lrat
ENSRNOG00000007345	ENSRNOT00000090918	Amot	ENSMUSG00000041688	Amot
ENSRNOG00000007345	ENSRNOT00000049482	Amot	ENSMUSG00000041688	Amot
ENSRNOG00000045914	ENSRNOT00000051416	Taar7d	ENSMUSG00000095647	Taar7a
ENSRNOG00000045914	ENSRNOT00000051416	Taar7d	ENSMUSG00000100689	Taar7e
ENSRNOG00000045914	ENSRNOT00000051416	Taar7d	ENSMUSG00000095171	Taar7b
ENSRNOG00000045914	ENSRNOT00000051416	Taar7d	ENSMUSG00000095569	Taar7d
ENSRNOG00000045914	ENSRNOT00000051416	Taar7d	ENSMUSG00000100950	Taar7f
ENSRNOG00000026564	ENSRNOT00000060550	Ptpdc1	ENSMUSG00000038042	Ptpdc1
ENSRNOG00000026564	ENSRNOT00000089140	Ptpdc1	ENSMUSG00000038042	Ptpdc1
