Mouse.Ensembl.Gene.ID	Human.Ensembl.Gene.ID	Gencode19	Human_Symbol	Mouse_Symbol
ENSMUSG00000001794	ENSG00000126247	ENSG00000126247.6	CAPNS1	Capns1
ENSMUSG00000001802	ENSG00000130881	ENSG00000130881.9	LRP3	Lrp3
ENSMUSG00000001804	ENSG00000175065	ENSG00000175065.7	DSG4	Dsg4
ENSMUSG00000001815	ENSG00000174279	ENSG00000174279.4	EVX2	Evx2
ENSMUSG00000001819	ENSG00000128714	ENSG00000128714.5	HOXD13	Hoxd13
ENSMUSG00000001823	ENSG00000170178	ENSG00000170178.5	HOXD12	Hoxd12
ENSMUSG00000001827	ENSG00000110195	ENSG00000110195.7	FOLR1	Folr1
ENSMUSG00000001829	ENSG00000162129	ENSG00000162129.8	CLPB	Clpb
ENSMUSG00000001833	ENSG00000122545	ENSG00000122545.13	SEPT7	Sept7
ENSMUSG00000001844	ENSG00000136247	ENSG00000136247.10	ZDHHC4	Zdhhc4
ENSMUSG00000001847	ENSG00000136238	ENSG00000136238.13	RAC1	Rac1
ENSMUSG00000001855	ENSG00000126883	ENSG00000126883.12	NUP214	Nup214
ENSMUSG00000001864	ENSG00000126878	ENSG00000126878.8	AIF1L	Aif1l
ENSMUSG00000001865	ENSG00000163751	ENSG00000163751.3	CPA3	Cpa3
ENSMUSG00000001870	ENSG00000049323	ENSG00000049323.11	LTBP1	Ltbp1
ENSMUSG00000001891	ENSG00000169764	ENSG00000169764.10	UGP2	Ugp2
ENSMUSG00000001901	ENSG00000173826	ENSG00000173826.10	KCNH6	Kcnh6
ENSMUSG00000001909	ENSG00000104907	ENSG00000104907.8	TRMT1	Trmt1
ENSMUSG00000001910	ENSG00000160877	ENSG00000160877.5	NACC1	Nacc1
ENSMUSG00000001911	ENSG00000008441	ENSG00000008441.12	NFIX	Nfix
ENSMUSG00000001918	ENSG00000105281	ENSG00000105281.8	SLC1A5	Slc1a5
ENSMUSG00000001924	ENSG00000130985	ENSG00000130985.12	UBA1	Uba1
ENSMUSG00000001930	ENSG00000110799	ENSG00000110799.9	VWF	Vwf
ENSMUSG00000001942	ENSG00000110013	ENSG00000110013.8	SIAE	Siae
ENSMUSG00000001943	ENSG00000019102	ENSG00000019102.7	VSIG2	Vsig2
ENSMUSG00000001946	ENSG00000149564	ENSG00000149564.7	ESAM	Esam
ENSMUSG00000001948	ENSG00000064199	ENSG00000064199.2	SPA17	Spa17
ENSMUSG00000001962	ENSG00000071859	ENSG00000071859.10	FAM50A	Fam50a
ENSMUSG00000001964	ENSG00000102119	ENSG00000102119.6	EMD	Emd
ENSMUSG00000001983	ENSG00000136463	ENSG00000136463.7	TACO1	Taco1
ENSMUSG00000001985	ENSG00000163873	ENSG00000163873.5	GRIK3	Grik3
ENSMUSG00000001986	ENSG00000125675	ENSG00000125675.13	GRIA3	Gria3
ENSMUSG00000001988	ENSG00000130751	ENSG00000130751.5	NPAS1	Npas1
ENSMUSG00000001995	ENSG00000116991	ENSG00000116991.6	SIPA1L2	Sipa1l2
ENSMUSG00000001998	ENSG00000081014	ENSG00000081014.6	AP4E1	Ap4e1
ENSMUSG00000001999	ENSG00000106605	ENSG00000106605.6	BLVRA	Blvra
ENSMUSG00000002006	ENSG00000067840	ENSG00000067840.8	PDZD4	Pdzd4
ENSMUSG00000002007	ENSG00000184343	ENSG00000184343.6	SRPK3	Srpk3
ENSMUSG00000002010	ENSG00000067829	ENSG00000067829.14	IDH3G	Idh3g
ENSMUSG00000002012	ENSG00000130822	ENSG00000130822.11	PNCK	Pnck
ENSMUSG00000002014	ENSG00000180879	ENSG00000180879.9	SSR4	Ssr4
ENSMUSG00000002015	ENSG00000185825	ENSG00000185825.11	BCAP31	Bcap31
ENSMUSG00000002017	ENSG00000119812	ENSG00000119812.14	FAM98A	Fam98a
ENSMUSG00000002020	ENSG00000119681	ENSG00000119681.7	LTBP2	Ltbp2
ENSMUSG00000002028	ENSG00000118058	ENSG00000118058.16	KMT2A	Kmt2a
ENSMUSG00000002031	ENSG00000118096	ENSG00000118096.3	IFT46	Ift46
ENSMUSG00000002032	ENSG00000149582	ENSG00000149582.11	TMEM25	Tmem25
ENSMUSG00000002033	ENSG00000160654	ENSG00000160654.5	CD3G	Cd3g
ENSMUSG00000002043	ENSG00000007255	ENSG00000007255.6	TRAPPC6A	Trappc6a
ENSMUSG00000002052	ENSG00000109111	ENSG00000109111.10	SUPT6H	Supt6
ENSMUSG00000002055	ENSG00000076382	ENSG00000076382.12	SPAG5	Spag5
ENSMUSG00000002057	ENSG00000109101	ENSG00000109101.3	FOXN1	Foxn1
ENSMUSG00000002058	ENSG00000109103	ENSG00000109103.7	UNC119	Unc119
ENSMUSG00000002059	ENSG00000109113	ENSG00000109113.13	RAB34	Rab34
ENSMUSG00000002064	ENSG00000132581	ENSG00000132581.5	SDF2	Sdf2
ENSMUSG00000002068	ENSG00000105173	ENSG00000105173.9	CCNE1	Ccne1
ENSMUSG00000002076	ENSG00000160207	ENSG00000160207.4	HSF2BP	Hsf2bp
ENSMUSG00000002100	ENSG00000134571	ENSG00000134571.6	MYBPC3	Mybpc3
ENSMUSG00000002102	ENSG00000165916	ENSG00000165916.4	PSMC3	Psmc3
ENSMUSG00000002103	ENSG00000134575	ENSG00000134575.5	ACP2	Acp2
ENSMUSG00000002104	ENSG00000165917	ENSG00000165917.5	RAPSN	Rapsn
ENSMUSG00000002105	ENSG00000165915	ENSG00000165915.9	SLC39A13	Slc39a13
ENSMUSG00000002107	ENSG00000048740	ENSG00000048740.13	CELF2	Celf2
ENSMUSG00000002108	ENSG00000025434	ENSG00000025434.14	NR1H3	Nr1h3
ENSMUSG00000002109	ENSG00000134574	ENSG00000134574.7	DDB2	Ddb2
ENSMUSG00000002111	ENSG00000066336	ENSG00000066336.7	SPI1	Spi1
ENSMUSG00000002129	ENSG00000099995	ENSG00000099995.14	SF3A1	Sf3a1
ENSMUSG00000002147	ENSG00000166888	ENSG00000166888.6	STAT6	Stat6
ENSMUSG00000002190	ENSG00000153132	ENSG00000153132.8	CLGN	Clgn
ENSMUSG00000002204	ENSG00000131400	ENSG00000131400.3	NAPSA	Napsa
ENSMUSG00000002205	ENSG00000105053	ENSG00000105053.6	VRK3	Vrk3
ENSMUSG00000002210	ENSG00000105771	ENSG00000105771.9	SMG9	Smg9
ENSMUSG00000002221	ENSG00000157212	ENSG00000157212.14	PAXIP1	Paxip1
ENSMUSG00000002222	ENSG00000153561	ENSG00000153561.8	RMND5A	Rmnd5a
ENSMUSG00000002227	ENSG00000155363	ENSG00000155363.14	MOV10	Mov10
ENSMUSG00000002228	ENSG00000155367	ENSG00000155367.11	PPM1J	Ppm1j
ENSMUSG00000002233	ENSG00000155366	ENSG00000155366.12	RHOC	Rhoc
ENSMUSG00000002240	ENSG00000187533	ENSG00000187533.9	C4orf40	4930432K09Rik
ENSMUSG00000002249	ENSG00000007866	ENSG00000007866.14	TEAD3	Tead3
ENSMUSG00000002250	ENSG00000112033	ENSG00000112033.9	PPARD	Ppard
ENSMUSG00000002257	ENSG00000023892	ENSG00000023892.9	DEF6	Def6
ENSMUSG00000002265	ENSG00000198300	ENSG00000198300.8	PEG3	Peg3
ENSMUSG00000002274	ENSG00000103260	ENSG00000103260.4	METRN	Metrn
ENSMUSG00000002279	ENSG00000103227	ENSG00000103227.14	LMF1	Lmf1
ENSMUSG00000002280	ENSG00000103245	ENSG00000103245.9	NARFL	Narfl
ENSMUSG00000002289	ENSG00000167772	ENSG00000167772.7	ANGPTL4	Angptl4
ENSMUSG00000002297	ENSG00000006634	ENSG00000006634.3	DBF4	Dbf4
ENSMUSG00000002307	ENSG00000204209	ENSG00000204209.6	DAXX	Daxx
ENSMUSG00000002308	ENSG00000167775	ENSG00000167775.6	CD320	Cd320
ENSMUSG00000002319	ENSG00000196497	ENSG00000196497.11	IPO4	Ipo4
ENSMUSG00000002320	ENSG00000100926	ENSG00000100926.10	TM9SF1	Tm9sf1
ENSMUSG00000002324	ENSG00000100918	ENSG00000100918.8	REC8	Rec8
ENSMUSG00000002325	ENSG00000213928	ENSG00000213928.4	IRF9	Irf9
ENSMUSG00000002326	ENSG00000100938	ENSG00000100938.13	GMPR2	Gmpr2
ENSMUSG00000002329	ENSG00000213920	ENSG00000213920.4	MDP1	Mdp1
ENSMUSG00000002332	ENSG00000157379	ENSG00000157379.9	DHRS1	Dhrs1
ENSMUSG00000002341	ENSG00000130287	ENSG00000130287.9	NCAN	Ncan
ENSMUSG00000002342	ENSG00000064545	ENSG00000064545.10	TMEM161A	Tmem161a
ENSMUSG00000002343	ENSG00000105676	ENSG00000105676.9	ARMC6	Armc6
ENSMUSG00000002345	ENSG00000213999	ENSG00000213999.11	MEF2B	2310045N01Rik
ENSMUSG00000002346	ENSG00000181035	ENSG00000181035.9	SLC25A42	Slc25a42
ENSMUSG00000002365	ENSG00000130340	ENSG00000130340.10	SNX9	Snx9
ENSMUSG00000002372	ENSG00000031823	ENSG00000031823.10	RANBP3	Ranbp3
ENSMUSG00000002379	ENSG00000174886	ENSG00000174886.8	NDUFA11	Ndufa11
ENSMUSG00000002384	ENSG00000116985	ENSG00000116985.6	BMP8B	Bmp8b
ENSMUSG00000002384	ENSG00000183682	ENSG00000183682.7	BMP8A	Bmp8b
ENSMUSG00000002393	ENSG00000160113	ENSG00000160113.5	NR2F6	Nr2f6
ENSMUSG00000002395	ENSG00000053501	ENSG00000053501.8	USE1	Use1
ENSMUSG00000002396	ENSG00000099330	ENSG00000099330.4	OCEL1	Ocel1
ENSMUSG00000002409	ENSG00000105204	ENSG00000105204.9	DYRK1B	Dyrk1b
ENSMUSG00000002413	ENSG00000157764	ENSG00000157764.8	BRAF	Braf
ENSMUSG00000002416	ENSG00000090266	ENSG00000090266.8	NDUFB2	Ndufb2
ENSMUSG00000002428	ENSG00000071794	ENSG00000071794.11	HLTF	Hltf
ENSMUSG00000002455	ENSG00000101161	ENSG00000101161.6	PRPF6	Prpf6
ENSMUSG00000002458	ENSG00000171700	ENSG00000171700.9	RGS19	Rgs19
ENSMUSG00000002459	ENSG00000147509	ENSG00000147509.9	RGS20	Rgs20
ENSMUSG00000002475	ENSG00000158201	ENSG00000158201.5	ABHD3	Abhd3
ENSMUSG00000002477	ENSG00000167088	ENSG00000167088.6	SNRPD1	Snrpd1
ENSMUSG00000002486	ENSG00000139437	ENSG00000139437.13	TCHP	Tchp
ENSMUSG00000002489	ENSG00000156299	ENSG00000156299.8	TIAM1	Tiam1
ENSMUSG00000002496	ENSG00000103197	ENSG00000103197.12	TSC2	Tsc2
ENSMUSG00000002500	ENSG00000140986	ENSG00000140986.7	RPL3L	Rpl3l
ENSMUSG00000002504	ENSG00000065054	ENSG00000065054.9	SLC9A3R2	Slc9a3r2
ENSMUSG00000002524	ENSG00000179950	ENSG00000179950.9	PUF60	Puf60
ENSMUSG00000002546	ENSG00000167195	ENSG00000167195.7	GOLGA6C	Golga2
ENSMUSG00000002546	ENSG00000179938	ENSG00000179938.11	GOLGA8J	Golga2
ENSMUSG00000002546	ENSG00000183629	ENSG00000183629.9	GOLGA8G	Golga2
ENSMUSG00000002546	ENSG00000178115	ENSG00000178115.10	GOLGA8Q	Golga2
ENSMUSG00000002546	ENSG00000140478	ENSG00000140478.10	GOLGA6D	Golga2
ENSMUSG00000002546	ENSG00000259243	ENSG00000259243.1	GOLGA6L19	Golga2
ENSMUSG00000002546	ENSG00000175265	ENSG00000175265.13	GOLGA8A	Golga2
ENSMUSG00000002546	ENSG00000232653	ENSG00000232653.4	GOLGA8N	Golga2
ENSMUSG00000002546	ENSG00000159289	ENSG00000159289.6	GOLGA6A	Golga2
ENSMUSG00000002546	ENSG00000184206	ENSG00000184206.7	GOLGA6L4	Golga2
ENSMUSG00000002546	ENSG00000261794	ENSG00000261794.1	GOLGA8H	Golga2
ENSMUSG00000002546	ENSG00000153684	ENSG00000153684.10	GOLGA8F	Golga2
ENSMUSG00000002546	ENSG00000197978	ENSG00000197978.8	GOLGA6L9	Golga2
ENSMUSG00000002546	ENSG00000174450	ENSG00000174450.7	GOLGA6L2	Golga2
ENSMUSG00000002546	ENSG00000215186	ENSG00000215186.6	GOLGA6B	Golga2
ENSMUSG00000002546	ENSG00000215252	ENSG00000215252.7	GOLGA8B	Golga2
ENSMUSG00000002546	ENSG00000205281	ENSG00000205281.6	GOLGA6L10	Golga2
ENSMUSG00000002546	ENSG00000261739	ENSG00000261739.2	GOLGA8S	Golga2
ENSMUSG00000002546	ENSG00000249931	ENSG00000249931.3	GOLGA8K	Golga2
ENSMUSG00000002546	ENSG00000206127	ENSG00000206127.6	GOLGA8O	Golga2
ENSMUSG00000002546	ENSG00000215405	ENSG00000215405.3	GOLGA6L6	Golga2
ENSMUSG00000002546	ENSG00000188626	ENSG00000188626.5	GOLGA8M	Golga2
ENSMUSG00000002546	ENSG00000215749	ENSG00000215749.8	GOLGA6L18	Golga2
ENSMUSG00000002546	ENSG00000197414	ENSG00000197414.8	GOLGA6L1	Golga2
ENSMUSG00000002546	ENSG00000259455	ENSG00000259455.1	RP11-467N20.5	Golga2
ENSMUSG00000002546	ENSG00000186399	ENSG00000186399.8	GOLGA8R	Golga2
ENSMUSG00000002546	ENSG00000261247	ENSG00000261247.1	GOLGA8T	Golga2
ENSMUSG00000002546	ENSG00000167110	ENSG00000167110.12	GOLGA2	Golga2
ENSMUSG00000002546	ENSG00000153666	ENSG00000153666.5	GOLGA8I	Golga2
ENSMUSG00000002546	ENSG00000196648	ENSG00000196648.6	GOLGA6L20	Golga2
ENSMUSG00000002550	ENSG00000130717	ENSG00000130717.8	UCK1	Uck1
ENSMUSG00000002565	ENSG00000006747	ENSG00000006747.10	SCIN	Scin
ENSMUSG00000002578	ENSG00000123411	ENSG00000123411.10	IKZF4	Ikzf4
ENSMUSG00000002580	ENSG00000141741	ENSG00000141741.7	MIEN1	Mien1
ENSMUSG00000002588	ENSG00000005421	ENSG00000005421.4	PON1	Pon1
ENSMUSG00000002602	ENSG00000167601	ENSG00000167601.7	AXL	Axl
ENSMUSG00000002603	ENSG00000105329	ENSG00000105329.5	TGFB1	Tgfb1
ENSMUSG00000002608	ENSG00000142039	ENSG00000142039.3	CCDC97	Ccdc97
ENSMUSG00000002617	ENSG00000196409	ENSG00000196409.7	ZNF658	Zfp40
ENSMUSG00000002625	ENSG00000011243	ENSG00000011243.13	AKAP8L	Akap8l
ENSMUSG00000002633	ENSG00000164690	ENSG00000164690.3	SHH	Shh
ENSMUSG00000002635	ENSG00000126249	ENSG00000126249.3	PDCD2L	Pdcd2l
ENSMUSG00000002658	ENSG00000125651	ENSG00000125651.9	GTF2F1	Gtf2f1
ENSMUSG00000002660	ENSG00000125656	ENSG00000125656.4	CLPP	Clpp
ENSMUSG00000002661	ENSG00000125652	ENSG00000125652.3	ALKBH7	Alkbh7
ENSMUSG00000002664	ENSG00000125650	ENSG00000125650.4	PSPN	Pspn
ENSMUSG00000002668	ENSG00000205744	ENSG00000205744.5	DENND1C	Dennd1c
ENSMUSG00000002679	ENSG00000133997	ENSG00000133997.7	MED6	Med6
ENSMUSG00000002688	ENSG00000184304	ENSG00000184304.10	PRKD1	Prkd1
ENSMUSG00000002699	ENSG00000043462	ENSG00000043462.7	LCP2	Lcp2
ENSMUSG00000002718	ENSG00000124207	ENSG00000124207.12	CSE1L	Cse1l
ENSMUSG00000002728	ENSG00000173418	ENSG00000173418.7	NAA20	Naa20
ENSMUSG00000002731	ENSG00000180228	ENSG00000180228.8	PRKRA	Prkra
ENSMUSG00000002732	ENSG00000079150	ENSG00000079150.13	FKBP7	Fkbp7
ENSMUSG00000002733	ENSG00000116095	ENSG00000116095.6	PLEKHA3	Plekha3
ENSMUSG00000002741	ENSG00000106636	ENSG00000106636.3	YKT6	Ykt6
ENSMUSG00000002748	ENSG00000009954	ENSG00000009954.6	BAZ1B	Baz1b
ENSMUSG00000002763	ENSG00000124587	ENSG00000124587.9	PEX6	Pex6
ENSMUSG00000002767	ENSG00000112651	ENSG00000112651.7	MRPL2	Mrpl2
ENSMUSG00000002768	ENSG00000124733	ENSG00000124733.3	MEA1	Mea1
ENSMUSG00000002769	ENSG00000124713	ENSG00000124713.5	GNMT	Gnmt
ENSMUSG00000002771	ENSG00000105464	ENSG00000105464.3	GRIN2D	Grin2d
ENSMUSG00000002778	ENSG00000105438	ENSG00000105438.4	KDELR1	Kdelr1
ENSMUSG00000002781	ENSG00000161558	ENSG00000161558.6	TMEM143	Tmem143
ENSMUSG00000002797	ENSG00000006625	ENSG00000006625.13	GGCT	Ggct
ENSMUSG00000002799	ENSG00000184916	ENSG00000184916.4	JAG2	Jag2
ENSMUSG00000002803	ENSG00000184887	ENSG00000184887.9	BTBD6	Btbd6
ENSMUSG00000002804	ENSG00000183828	ENSG00000183828.10	NUDT14	Nudt14
ENSMUSG00000002808	ENSG00000086289	ENSG00000086289.7	EPDR1	Epdr1
ENSMUSG00000002812	ENSG00000177731	ENSG00000177731.11	FLII	Flii
ENSMUSG00000002814	ENSG00000177302	ENSG00000177302.10	TOP3A	Top3a
ENSMUSG00000002820	ENSG00000130734	ENSG00000130734.5	ATG4D	Atg4d
ENSMUSG00000002825	ENSG00000213339	ENSG00000213339.4	QTRT1	Qtrt1
ENSMUSG00000002831	ENSG00000167676	ENSG00000167676.3	PLIN4	Plin4
ENSMUSG00000002833	ENSG00000167674	ENSG00000167674.10	HDGFRP2	Hdgfrp2
ENSMUSG00000002835	ENSG00000167670	ENSG00000167670.11	CHAF1A	Chaf1a
ENSMUSG00000002844	ENSG00000144843	ENSG00000144843.7	ADPRH	Adprh
ENSMUSG00000002845	ENSG00000176142	ENSG00000176142.8	TMEM39A	Tmem39a
ENSMUSG00000002846	ENSG00000113845	ENSG00000113845.5	TIMMDC1	Timmdc1
ENSMUSG00000002847	ENSG00000144837	ENSG00000144837.4	PLA1A	Pla1a
ENSMUSG00000002870	ENSG00000073111	ENSG00000073111.9	MCM2	Mcm2
ENSMUSG00000002871	ENSG00000163870	ENSG00000163870.10	TPRA1	Tpra1
ENSMUSG00000002881	ENSG00000138386	ENSG00000138386.12	NAB1	Nab1
ENSMUSG00000002885	ENSG00000123146	ENSG00000123146.15	CD97	Cd97
ENSMUSG00000002897	ENSG00000177663	ENSG00000177663.9	IL17RA	Il17ra
ENSMUSG00000002900	ENSG00000091136	ENSG00000091136.9	LAMB1	Lamb1
ENSMUSG00000002908	ENSG00000105642	ENSG00000105642.11	KCNN1	Kcnn1
ENSMUSG00000002910	ENSG00000105643	ENSG00000105643.5	ARRDC2	Arrdc2
ENSMUSG00000002930	ENSG00000106341	ENSG00000106341.6	PPP1R17	Ppp1r17
ENSMUSG00000002944	ENSG00000135218	ENSG00000135218.13	CD36	Cd36
ENSMUSG00000002948	ENSG00000076984	ENSG00000076984.13	MAP2K7	Map2k7
ENSMUSG00000002949	ENSG00000104980	ENSG00000104980.3	TIMM44	Timm44
ENSMUSG00000002957	ENSG00000183020	ENSG00000183020.9	AP2A2	Ap2a2
ENSMUSG00000002963	ENSG00000039650	ENSG00000039650.5	PNKP	Pnkp
ENSMUSG00000002968	ENSG00000104973	ENSG00000104973.10	MED25	Med25
ENSMUSG00000002980	ENSG00000187244	ENSG00000187244.6	BCAM	Bcam
ENSMUSG00000002981	ENSG00000104853	ENSG00000104853.11	CLPTM1	Clptm1
ENSMUSG00000002983	ENSG00000104856	ENSG00000104856.9	RELB	Relb
ENSMUSG00000002984	ENSG00000130204	ENSG00000130204.8	TOMM40	Tomm40
ENSMUSG00000002985	ENSG00000130203	ENSG00000130203.5	APOE	Apoe
ENSMUSG00000002992	ENSG00000234906	ENSG00000234906.4	APOC2	Apoc2
ENSMUSG00000002996	ENSG00000105856	ENSG00000105856.9	HBP1	Hbp1
ENSMUSG00000002997	ENSG00000005249	ENSG00000005249.8	PRKAR2B	Prkar2b
ENSMUSG00000003031	ENSG00000111276	ENSG00000111276.6	CDKN1B	Cdkn1b
ENSMUSG00000003032	ENSG00000136826	ENSG00000136826.10	KLF4	Klf4
ENSMUSG00000003033	ENSG00000072958	ENSG00000072958.4	AP1M1	Ap1m1
ENSMUSG00000003037	ENSG00000167461	ENSG00000167461.7	RAB8A	Rab8a
ENSMUSG00000003038	ENSG00000182952	ENSG00000182952.4	HMGN4	Hmgn2
ENSMUSG00000003039	ENSG00000105058	ENSG00000105058.7	FAM32A	Fam32a
ENSMUSG00000003051	ENSG00000163435	ENSG00000163435.11	ELF3	Elf3
ENSMUSG00000003053	ENSG00000138115	ENSG00000138115.9	CYP2C8	Cyp2c29
ENSMUSG00000003053	ENSG00000138109	ENSG00000138109.9	CYP2C9	Cyp2c29
ENSMUSG00000003053	ENSG00000165841	ENSG00000165841.5	CYP2C19	Cyp2c29
ENSMUSG00000003062	ENSG00000010270	ENSG00000010270.9	STARD3NL	Stard3nl
ENSMUSG00000003068	ENSG00000118046	ENSG00000118046.10	STK11	Stk11
ENSMUSG00000003070	ENSG00000099617	ENSG00000099617.2	EFNA2	Efna2
ENSMUSG00000003072	ENSG00000099624	ENSG00000099624.3	ATP5D	Atp5d
ENSMUSG00000003099	ENSG00000011485	ENSG00000011485.10	PPP5C	Ppp5c
ENSMUSG00000003119	ENSG00000167258	ENSG00000167258.9	CDK12	Cdk12
ENSMUSG00000003123	ENSG00000079435	ENSG00000079435.5	LIPE	Lipe
ENSMUSG00000003131	ENSG00000168092	ENSG00000168092.9	PAFAH1B2	Pafah1b2
ENSMUSG00000003134	ENSG00000204634	ENSG00000204634.8	TBC1D8	Tbc1d8
ENSMUSG00000003135	ENSG00000158435	ENSG00000158435.3	CNOT11	Cnot11
ENSMUSG00000003153	ENSG00000059804	ENSG00000059804.11	SLC2A3	Slc2a3
ENSMUSG00000003153	ENSG00000173262	ENSG00000173262.7	SLC2A14	Slc2a3
ENSMUSG00000003154	ENSG00000065970	ENSG00000065970.4	FOXJ2	Foxj2
ENSMUSG00000003161	ENSG00000075142	ENSG00000075142.9	SRI	Sri
ENSMUSG00000003166	ENSG00000070413	ENSG00000070413.14	DGCR2	Dgcr2
ENSMUSG00000003178	ENSG00000243156	ENSG00000243156.3	MICAL3	Mical3
ENSMUSG00000003184	ENSG00000126456	ENSG00000126456.11	IRF3	Irf3
ENSMUSG00000003190	ENSG00000126453	ENSG00000126453.5	BCL2L12	Bcl2l12
ENSMUSG00000003199	ENSG00000008382	ENSG00000008382.11	MPND	Mpnd
ENSMUSG00000003200	ENSG00000141985	ENSG00000141985.5	SH3GL1	Sh3gl1
ENSMUSG00000003206	ENSG00000105246	ENSG00000105246.5	EBI3	Ebi3
ENSMUSG00000003208	ENSG00000105248	ENSG00000105248.11	CCDC94	Ccdc94
ENSMUSG00000003226	ENSG00000153201	ENSG00000153201.11	RANBP2	Ranbp2
ENSMUSG00000003227	ENSG00000135960	ENSG00000135960.5	EDAR	Edar
ENSMUSG00000003228	ENSG00000198873	ENSG00000198873.10	GRK5	Grk5
ENSMUSG00000003233	ENSG00000161202	ENSG00000161202.13	DVL3	Dvl3
ENSMUSG00000003234	ENSG00000161204	ENSG00000161204.7	ABCF3	Abcf3
ENSMUSG00000003235	ENSG00000145191	ENSG00000145191.7	EIF2B5	Eif2b5
ENSMUSG00000003269	ENSG00000105443	ENSG00000105443.9	CYTH2	Cyth2
ENSMUSG00000003271	ENSG00000088002	ENSG00000088002.7	SULT2B1	Sult2b1
ENSMUSG00000003273	ENSG00000063180	ENSG00000063180.4	CA11	Car11
ENSMUSG00000003279	ENSG00000170579	ENSG00000170579.10	DLGAP1	Dlgap1
ENSMUSG00000003282	ENSG00000181690	ENSG00000181690.3	PLAG1	Plag1
ENSMUSG00000003283	ENSG00000101336	ENSG00000101336.8	HCK	Hck
ENSMUSG00000003299	ENSG00000105364	ENSG00000105364.9	MRPL4	Mrpl4
ENSMUSG00000003308	ENSG00000079999	ENSG00000079999.9	KEAP1	Keap1
ENSMUSG00000003309	ENSG00000129354	ENSG00000129354.7	AP1M2	Ap1m2
ENSMUSG00000003316	ENSG00000090863	ENSG00000090863.7	GLG1	Glg1
ENSMUSG00000003341	ENSG00000130270	ENSG00000130270.12	ATP8B3	Atp8b3
ENSMUSG00000003344	ENSG00000133243	ENSG00000133243.4	BTBD2	Btbd2
ENSMUSG00000003345	ENSG00000133275	ENSG00000133275.11	CSNK1G2	Csnk1g2
ENSMUSG00000003346	ENSG00000129968	ENSG00000129968.11	ABHD17A	Abhd17a
ENSMUSG00000003348	ENSG00000172081	ENSG00000172081.9	MOB3A	Mob3a
ENSMUSG00000003352	ENSG00000167535	ENSG00000167535.3	CACNB3	Cacnb3
ENSMUSG00000003354	ENSG00000139537	ENSG00000139537.6	CCDC65	Ccdc65
ENSMUSG00000003355	ENSG00000134285	ENSG00000134285.6	FKBP11	Fkbp11
ENSMUSG00000003360	ENSG00000174243	ENSG00000174243.5	DDX23	Ddx23
ENSMUSG00000003363	ENSG00000105223	ENSG00000105223.14	PLD3	Pld3
ENSMUSG00000003378	ENSG00000105737	ENSG00000105737.5	GRIK5	Grik5
ENSMUSG00000003379	ENSG00000105369	ENSG00000105369.5	CD79A	Cd79a
ENSMUSG00000003380	ENSG00000105404	ENSG00000105404.6	RABAC1	Rabac1
ENSMUSG00000003382	ENSG00000117036	ENSG00000117036.7	ETV3	Etv3
ENSMUSG00000003402	ENSG00000130175	ENSG00000130175.5	PRKCSH	Prkcsh
ENSMUSG00000003410	ENSG00000196361	ENSG00000196361.5	ELAVL3	Elavl3
ENSMUSG00000003411	ENSG00000169213	ENSG00000169213.6	RAB3B	Rab3b
ENSMUSG00000003418	ENSG00000148488	ENSG00000148488.11	ST8SIA6	St8sia6
ENSMUSG00000003420	ENSG00000104870	ENSG00000104870.8	FCGRT	Fcgrt
ENSMUSG00000003421	ENSG00000142546	ENSG00000142546.9	NOSIP	Nosip
ENSMUSG00000003423	ENSG00000104872	ENSG00000104872.6	PIH1D1	Pih1d1
ENSMUSG00000003429	ENSG00000142534	ENSG00000142534.2	RPS11	Rps11
ENSMUSG00000003435	ENSG00000196235	ENSG00000196235.9	SUPT5H	Supt5
ENSMUSG00000003436	ENSG00000090932	ENSG00000090932.6	DLL3	Dll3
ENSMUSG00000003437	ENSG00000006712	ENSG00000006712.10	PAF1	Paf1
ENSMUSG00000003438	ENSG00000105197	ENSG00000105197.6	TIMM50	Timm50
ENSMUSG00000003444	ENSG00000063322	ENSG00000063322.9	MED29	Med29
ENSMUSG00000003452	ENSG00000151746	ENSG00000151746.9	BICD1	Bicd1
ENSMUSG00000003458	ENSG00000162736	ENSG00000162736.11	NCSTN	Ncstn
ENSMUSG00000003464	ENSG00000162735	ENSG00000162735.14	PEX19	Pex19
ENSMUSG00000003469	ENSG00000168490	ENSG00000168490.9	PHYHIP	Phyhip
ENSMUSG00000003476	ENSG00000106113	ENSG00000106113.14	CRHR2	Crhr2
ENSMUSG00000003477	ENSG00000241644	ENSG00000241644.2	INMT	Inmt
ENSMUSG00000003484	ENSG00000186529	ENSG00000186529.10	CYP4F3	Cyp4f18
ENSMUSG00000003500	ENSG00000106348	ENSG00000106348.12	IMPDH1	Impdh1
ENSMUSG00000003505	ENSG00000007129	ENSG00000007129.13	CEACAM21	Psg18
ENSMUSG00000003518	ENSG00000108861	ENSG00000108861.4	DUSP3	Dusp3
ENSMUSG00000003526	ENSG00000100033	ENSG00000100033.12	PRODH	Prodh
ENSMUSG00000003527	ENSG00000100056	ENSG00000100056.7	DGCR14	Dgcr14
ENSMUSG00000003528	ENSG00000100075	ENSG00000100075.5	SLC25A1	Slc25a1
ENSMUSG00000003531	ENSG00000128185	ENSG00000128185.5	DGCR6L	Dgcr6
ENSMUSG00000003531	ENSG00000183628	ENSG00000183628.8	DGCR6	Dgcr6
