Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Endothelial_cells	P7 Aldh1l1-EGFP transgenic mice of both genders	SRR1033795Aligned.out.bam	SRR1033795Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	P7 Aldh1l1-EGFP transgenic mice of both genders	SRR1033796Aligned.out.bam	SRR1033796Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	Endothelial cell SVZ, 3m	CD31_young_CAligned.out.bam	CD31_young_CAligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	Endothelial cell SVZ, 3m	CD31_young_DAligned.out.bam	CD31_young_DAligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	Endothelial cell SVZ, 3m	CD31_young_EAligned.out.bam	CD31_young_EAligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	Endothelial cell SVZ, 3m	CD31_young_FAligned.out.bam	CD31_young_FAligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	C57BL/6NJ, 4 to 6 week. GFP+ CD31+ VE-Cadherin+ CD45-Ter119-7AAD- 	ERR599390Aligned.out.bam	ERR599390Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	1_KT+VECs_rep1, vascular endothelial cells	SRR1631762Aligned.out.bam	SRR1631762Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	2_KT+VECs_rep2, vascular endothelial cells	SRR1631763Aligned.out.bam	SRR1631763Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	3_KT+VECs_rep3, vascular endothelial cells	SRR1631764Aligned.out.bam	SRR1631764Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	4_KT-VECs_rep1, vascular endothelial cells	SRR1631765Aligned.out.bam	SRR1631765Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	5_KT-VECs_rep2, vascular endothelial cells	SRR1631766Aligned.out.bam	SRR1631766Aligned.out_counts_genes_mm9.txt	Bulk
Endothelial_cells	6_KT-VECs_rep3, vascular endothelial cells	SRR1631767Aligned.out.bam	SRR1631767Aligned.out_counts_genes_mm9.txt	Bulk
Ependymal_cells	S1 CD133+/GFAP- , ABI SOliD sequencing	SRR1572698Aligned.out.bam	SRR1572698Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S2 CD133+/GFAP-, ABI SOliD sequencing	SRR1572699Aligned.out.bam	SRR1572699Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S3 CD133+/GFAP-, ABI SOliD sequencing	SRR1572700Aligned.out.bam	SRR1572700Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S6 CD133+/GFAP-, ABI SOliD sequencing	SRR1572703Aligned.out.bam	SRR1572703Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S7 CD133+/GFAP-, ABI SOliD sequencing	SRR1572704Aligned.out.bam	SRR1572704Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S8 CD133+/GFAP-, ABI SOliD sequencing	SRR1572705Aligned.out.bam	SRR1572705Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S16 CD133+/GFAP-, ABI SOliD sequencing	SRR1572713Aligned.out.bam	SRR1572713Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	S17 CD133+/GFAP-, ABI SOliD sequencing	SRR1572714Aligned.out.bam	SRR1572714Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189331Aligned.out.bam	GSM2189331Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189341Aligned.out.bam	GSM2189341Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189350Aligned.out.bam	GSM2189350Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189351Aligned.out.bam	GSM2189351Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189352Aligned.out.bam	GSM2189352Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189353Aligned.out.bam	GSM2189353Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189418Aligned.out.bam	GSM2189418Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189531Aligned.out.bam	GSM2189531Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189536Aligned.out.bam	GSM2189536Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189543Aligned.out.bam	GSM2189543Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189549Aligned.out.bam	GSM2189549Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189569Aligned.out.bam	GSM2189569Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189587Aligned.out.bam	GSM2189587Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189590Aligned.out.bam	GSM2189590Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189591Aligned.out.bam	GSM2189591Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189594Aligned.out.bam	GSM2189594Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189601Aligned.out.bam	GSM2189601Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-C	GSM2189664Aligned.out.bam	GSM2189664Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189314Aligned.out.bam	GSM2189314Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189322Aligned.out.bam	GSM2189322Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189330Aligned.out.bam	GSM2189330Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189373Aligned.out.bam	GSM2189373Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189387Aligned.out.bam	GSM2189387Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189390Aligned.out.bam	GSM2189390Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189392Aligned.out.bam	GSM2189392Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189393Aligned.out.bam	GSM2189393Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189394Aligned.out.bam	GSM2189394Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189397Aligned.out.bam	GSM2189397Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189398Aligned.out.bam	GSM2189398Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189399Aligned.out.bam	GSM2189399Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189400Aligned.out.bam	GSM2189400Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189404Aligned.out.bam	GSM2189404Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189416Aligned.out.bam	GSM2189416Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189436Aligned.out.bam	GSM2189436Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189452Aligned.out.bam	GSM2189452Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189546Aligned.out.bam	GSM2189546Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189589Aligned.out.bam	GSM2189589Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189592Aligned.out.bam	GSM2189592Aligned.out_counts_genes_mm9.txt	Single
Ependymal_cells	Steve_quake Striatum scRNAseq, Ependy-Sec	GSM2189593Aligned.out.bam	GSM2189593Aligned.out_counts_genes_mm9.txt	Single
Erythrocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536427Aligned.out.bam	SRR1536427Aligned.out_counts_genes_mm9.txt	Bulk
Erythrocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536428Aligned.out.bam	SRR1536428Aligned.out_counts_genes_mm9.txt	Bulk
Erythrocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536429Aligned.out.bam	SRR1536429Aligned.out_counts_genes_mm9.txt	Bulk
Erythrocytes	Nuc.Erythro_C57BL/6J__4 to 6 (week)_nucleate erythrocyte_Ter119+, CD71+, CD3-, CD4-, CD8-, B220-, IgM-, Gr1-, Mac1-	ERR674978Aligned.out.bam	ERR674978Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888151_Bone_SCA1p_1	SRR2443105Aligned.out.bam	SRR2443105Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888151_Bone_SCA1p_1	SRR2443106Aligned.out.bam	SRR2443106Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888151_Bone_SCA1p_1	SRR2443107Aligned.out.bam	SRR2443107Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888152_Bone_SCA1p_2	SRR2443108Aligned.out.bam	SRR2443108Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888152_Bone_SCA1p_2	SRR2443109Aligned.out.bam	SRR2443109Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888152_Bone_SCA1p_2	SRR2443110Aligned.out.bam	SRR2443110Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888153_Bone_SCA1p_3	SRR2443111Aligned.out.bam	SRR2443111Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888153_Bone_SCA1p_3	SRR2443112Aligned.out.bam	SRR2443112Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888153_Bone_SCA1p_3	SRR2443113Aligned.out.bam	SRR2443113Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	FVB/NJ, 12 weeks,female,tissue: heart Cardiac_fibroblasts	SRR1390714Aligned.out.bam	SRR1390714Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	FVB/NJ, 12 weeks,female,tissue: heart Cardiac_fibroblasts	SRR1390715Aligned.out.bam	SRR1390715Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	FVB/NJ, 12 weeks,female,tissue: heart Cardiac_fibroblasts	SRR1390716Aligned.out.bam	SRR1390716Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	THY1+HE-, control, rep1 Cardiac_fibroblasts	SRR1015749Aligned.out.bam	SRR1015749Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	THY1+HE-, control, rep2 Cardiac_fibroblasts	SRR1015750Aligned.out.bam	SRR1015750Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	THY1+HE-, control, rep3 Cardiac_fibroblasts	SRR1015751Aligned.out.bam	SRR1015751Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	PN60, adult Cardiac_fibroblasts	SRR964795Aligned.out.bam	SRR964795Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	PN28 Cardiac_fibroblasts	SRR964796Aligned.out.bam	SRR964796Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m1_cohort1_dermal_fibroAligned.out.srt.bam	3m1_cohort1_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m2_cohort1_dermal_fibroAligned.out.srt.bam	3m2_cohort1_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m3_cohort4_dermal_fibroAligned.out.srt.bam	3m3_cohort4_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m4_cohort1_dermal_fibroAligned.out.srt.bam	3m4_cohort1_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m6_cohort4_dermal_fibroAligned.out.srt.bam	3m6_cohort4_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	ear fibroblats, culture, 3m	3m7_cohort4_dermal_fibroAligned.out.srt.bam	3m7_cohort4_dermal_fibroAligned.out.srt_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888154_Skin_SCA1p_1	SRR2443114Aligned.out.bam	SRR2443114Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888154_Skin_SCA1p_1	SRR2443115Aligned.out.bam	SRR2443115Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888154_Skin_SCA1p_1	SRR2443116Aligned.out.bam	SRR2443116Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888154_Skin_SCA1p_1	SRR2443117Aligned.out.bam	SRR2443117Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888154_Skin_SCA1p_1	SRR2443118Aligned.out.bam	SRR2443118Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888155_Skin_SCA1p_2	SRR2443119Aligned.out.bam	SRR2443119Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888155_Skin_SCA1p_2	SRR2443120Aligned.out.bam	SRR2443120Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888155_Skin_SCA1p_2	SRR2443121Aligned.out.bam	SRR2443121Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888156_Skin_SCA1p_3	SRR2443122Aligned.out.bam	SRR2443122Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888156_Skin_SCA1p_3	SRR2443123Aligned.out.bam	SRR2443123Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888156_Skin_SCA1p_3	SRR2443124Aligned.out.bam	SRR2443124Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888156_Skin_SCA1p_3	SRR2443125Aligned.out.bam	SRR2443125Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888156_Skin_SCA1p_3	SRR2443126Aligned.out.bam	SRR2443126Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888157_Thymus_SCA1p_2	SRR2443127Aligned.out.bam	SRR2443127Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888157_Thymus_SCA1p_2	SRR2443128Aligned.out.bam	SRR2443128Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888157_Thymus_SCA1p_2	SRR2443129Aligned.out.bam	SRR2443129Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888158_Thymus_SCA1p_3	SRR2443130Aligned.out.bam	SRR2443130Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888158_Thymus_SCA1p_3	SRR2443131Aligned.out.bam	SRR2443131Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888158_Thymus_SCA1p_3	SRR2443132Aligned.out.bam	SRR2443132Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888159_Thymus_SCA1p_1-3	SRR2443133Aligned.out.bam	SRR2443133Aligned.out_counts_genes_mm9.txt	Bulk
Fibroblasts	GSM1888159_Thymus_SCA1p_1-3	SRR2443134Aligned.out.bam	SRR2443134Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536401Aligned.out.bam	SRR1536401Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536402Aligned.out.bam	SRR1536402Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536403Aligned.out.bam	SRR1536403Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536404Aligned.out.bam	SRR1536404Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536405Aligned.out.bam	SRR1536405Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq	SRR1536406Aligned.out.bam	SRR1536406Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	Granulo_C57BL/6J__4 to 6 (week)_granulocyte_Gr1+, Mac1+, CD3-, CD4-, CD8-, IgM-, Ter119-__                      	ERR674984Aligned.out.bam	ERR674984Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	ImmGen RNAseq Neutrophils	SRR1976571Aligned.out.bam	SRR1976571Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	b05_Neutrophil1_Exp2 Neutrophils	SRR1653925Aligned.out.bam	SRR1653925Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	b07_Neutrophil3_Exp2 Neutrophils	SRR1653926Aligned.out.bam	SRR1653926Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	141 Srf WT, Mature Gr1 high, 7/4 high, SSC high neutrophils	SRR1171332Aligned.out.bam	SRR1171332Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	142 Srf WT, Mature Gr1 high, 7/4 high, SSC high neutrophils	SRR1171333Aligned.out.bam	SRR1171333Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	2276_1_WT_1 GSE55633 Neutrophils	SRR1184581Aligned.out.bam	SRR1184581Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	2276_2_WT_2 GSE55633 Neutrophils	SRR1184582Aligned.out.bam	SRR1184582Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	2276_3_WT_3 GSE55633 Neutrophils	SRR1184583Aligned.out.bam	SRR1184583Aligned.out_counts_genes_mm9.txt	Bulk
Granulocytes	2276_5_WT_5  GSE55633 Neutrophils	SRR1184584Aligned.out.bam	SRR1184584Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	C57BL/6,1-2 months	SRR1769848Aligned.out.bam	SRR1769848Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	C57BL/6,1-2 months	SRR1769856Aligned.out.bam	SRR1769856Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	C57BL/6, post natal day 63, Axin2- mature hepatocytes 	SRR2017482Aligned.out.bam	SRR2017482Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	C57BL/6, post natal day 63, Axin2- mature hepatocytes 	SRR2017483Aligned.out.bam	SRR2017483Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	C57BL/6, post natal day 63, Axin2- mature hepatocytes 	SRR2017484Aligned.out.bam	SRR2017484Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	Primary mouse hepatocyte	SRR1286091Aligned.out.bam	SRR1286091Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	Primary mouse hepatocytes, gene expression profiling (RNA-seq, mRNA), 19h control treatment, biological replicate 1	SRR2040945Aligned.out.bam	SRR2040945Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	Primary mouse hepatocytes, gene expression profiling (RNA-seq, mRNA), 19h control treatment, biological replicate 2	SRR2040946Aligned.out.bam	SRR2040946Aligned.out_counts_genes_mm9.txt	Bulk
Hepatocytes	Primary mouse hepatocytes, gene expression profiling (RNA-seq, mRNA), 19h control treatment, biological replicate 3	SRR2040947Aligned.out.bam	SRR2040947Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, Bone_marrow_derived_macrophages	SRR1536397Aligned.out.bam	SRR1536397Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, Bone_marrow_derived_macrophages	SRR1536398Aligned.out.bam	SRR1536398Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, Bone_marrow_derived_macrophages	SRR1536399Aligned.out.bam	SRR1536399Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL/6,12 to 15 weeks-old mice, 3' RNA-seq, Bone_marrow_derived_macrophages	SRR1536400Aligned.out.bam	SRR1536400Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, RNA-Seq, Bone_marrow_derived_macrophages	SRR1634674Aligned.out.bam	SRR1634674Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, polyA RNA-Seq, Bone_marrow_derived_macrophages	SRR1634708Aligned.out.bam	SRR1634708Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	8 weeks, Bone_marrow_derived_macrophages	SRR496223Aligned.out.bam	SRR496223Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	8 weeks, Bone_marrow_derived_macrophages	SRR496224Aligned.out.bam	SRR496224Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL/6NJ, 4 to 6 week. bone marrow populations	ERR599391Aligned.out.bam	ERR599391Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	b04_Kupffer_Exp2, liver	SRR1653939Aligned.out.bam	SRR1653939Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	b15_Kupffer2_Exp2, liver	SRR1653940Aligned.out.bam	SRR1653940Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	ImmGen RNAseq, Peritoneal_macrophages	SRR1976597Aligned.out.bam	SRR1976597Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, RNA-Seq, peritoneal_thioglycolate-elicited_macrophages	SRR1634678Aligned.out.bam	SRR1634678Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, polyA RNA-Seq, peritoneal_thioglycolate-elicited_macrophages	SRR1634712Aligned.out.bam	SRR1634712Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, Ribozero RNA-Seq, Small_peritoneal_macrophages	SRR1634676Aligned.out.bam	SRR1634676Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, polyA RNA-Seq, Small_peritoneal_macrophages	SRR1634710Aligned.out.bam	SRR1634710Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, Ribozero RNA-Seq, Peritoneal_macrophages	SRR1634675Aligned.out.bam	SRR1634675Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	C57BL6/J, polyA RNA-Seq, Peritoneal_macrophages	SRR1634709Aligned.out.bam	SRR1634709Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	NOD/ShiLtJ, RNA-Seq , Peritoneal_macrophages	SRR1634740Aligned.out.bam	SRR1634740Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	SPRET/EiJ, RNA-Seq , Peritoneal_macrophages	SRR1634741Aligned.out.bam	SRR1634741Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	a06_peritoneum_Mac1_Exp1_m, Peritoneal_macrophages	SRR1653933Aligned.out.bam	SRR1653933Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	a06_peritoneum_Mac1_Exp1_m, Peritoneal_macrophages	SRR1653934Aligned.out.bam	SRR1653934Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	a07_peritoneum_Mac2_Exp1_m, Peritoneal_macrophages	SRR1653935Aligned.out.bam	SRR1653935Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	a07_peritoneum_Mac2_Exp1_m, Peritoneal_macrophages	SRR1653936Aligned.out.bam	SRR1653936Aligned.out_counts_genes_mm9.txt	Bulk
Macrophages	Steve_quake Striatum scRNAseq	GSM2189315Aligned.out.bam	GSM2189315Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189344Aligned.out.bam	GSM2189344Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189349Aligned.out.bam	GSM2189349Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189360Aligned.out.bam	GSM2189360Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189361Aligned.out.bam	GSM2189361Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189362Aligned.out.bam	GSM2189362Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189363Aligned.out.bam	GSM2189363Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189364Aligned.out.bam	GSM2189364Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189365Aligned.out.bam	GSM2189365Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189366Aligned.out.bam	GSM2189366Aligned.out_counts_genes_mm9.txt	Single
Macrophages	Steve_quake Striatum scRNAseq	GSM2189368Aligned.out.bam	GSM2189368Aligned.out_counts_genes_mm9.txt	Single
